Entropy 2-grams	Chi^2 2-grams	Entropy 3-grams	Chi^2 3-grams	Entropy 4-grams	Chi^2 4-grams	Size	Termination	File Command
8.10509	367	8.27377	890	8.43126	706	711	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.10509	367	8.27377	890	8.43126	706	711	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.10509	367	8.27377	890	8.43126	706	711	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.10509	367	8.27377	890	8.43126	706	711	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.10509	367	8.27377	890	8.43126	706	711	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.10509	367	8.27377	890	8.43126	706	711	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.02541	366	8.19645	834	8.34985	683	671	png	PNG image data, 170 x 75, 8-bit/color RGBA, non-interlaced
8.02541	366	8.19645	834	8.34985	683	671	png	PNG image data, 170 x 75, 8-bit/color RGBA, non-interlaced
8.02541	366	8.19645	834	8.34985	683	671	png	PNG image data, 170 x 75, 8-bit/color RGBA, non-interlaced
8.02541	366	8.19645	834	8.34985	683	671	png	PNG image data, 170 x 75, 8-bit/color RGBA, non-interlaced
8.02541	366	8.19645	834	8.34985	683	671	png	PNG image data, 170 x 75, 8-bit/color RGBA, non-interlaced
7.80333	364	7.93998	229	8.06683	163	404	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
7.80333	364	7.93998	229	8.06683	163	404	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
7.80333	364	7.93998	229	8.06683	163	404	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
8.15519	362.5	8.35752	825	8.43672	765	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
8.15519	362.5	8.35752	825	8.43672	765	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
8.15519	362.5	8.35752	825	8.43672	765	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
8.15519	362.5	8.35752	825	8.43672	765	732	png	PNG image data, 15 x 37, 8-bit/color RGBA, non-interlaced
7.58489	354	7.71093	193	7.71701	167	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
7.58489	354	7.71093	193	7.71701	167	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
7.58489	354	7.71093	193	7.71701	167	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
7.58489	354	7.71093	193	7.71701	167	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
7.6302	353	7.87555	157	7.98447	115	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced
7.6302	353	7.87555	157	7.98447	115	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced
7.6302	353	7.87555	157	7.98447	115	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced
7.6302	353	7.87555	157	7.98447	115	351	png	PNG image data, 24 x 24, 8-bit/color RGBA, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
8.14615	351.5	8.3717	710	8.53707	522	700	png	PNG image data, 72 x 72, 8-bit gray+alpha, non-interlaced
7.70285	350	7.97414	181	7.99431	156	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced
7.70285	350	7.97414	181	7.99431	156	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced
7.70285	350	7.97414	181	7.99431	156	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced
7.70285	350	7.97414	181	7.99431	156	380	png	PNG image data, 42 x 7, 8-bit/color RGBA, non-interlaced
7.95133	349	8.02448	299	8.14031	236	463	gpg	PGP RSA encrypted session key - keyid
7.95133	349	8.02448	299	8.14031	236	463	gpg	PGP RSA encrypted session key - keyid
7.95133	349	8.02448	299	8.14031	236	463	gpg	PGP RSA encrypted session key - keyid
8.10135	348	8.27912	278.5	8.39043	769	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
8.10135	348	8.27912	278.5	8.39043	769	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
8.10135	348	8.27912	278.5	8.39043	769	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
8.10135	348	8.27912	278.5	8.39043	769	739	png	PNG image data, 32 x 32, 8-bit/color RGBA, non-interlaced
8.11294	341	8.20802	314.5	8.38298	760	727	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced
8.11294	341	8.20802	314.5	8.38298	760	727	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced
8.11294	341	8.20802	314.5	8.38298	760	727	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced
8.11294	341	8.20802	314.5	8.38298	760	727	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced
8.11294	341	8.20802	314.5	8.38298	760	727	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced
7.74564	339	7.85372	262	7.98205	181	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced
7.74564	339	7.85372	262	7.98205	181	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced
7.74564	339	7.85372	262	7.98205	181	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced
7.74564	339	7.85372	262	7.98205	181	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced
7.74564	339	7.85372	262	7.98205	181	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced
7.74564	339	7.85372	262	7.98205	181	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced
7.74564	339	7.85372	262	7.98205	181	396	png	PNG image data, 30 x 36, 8-bit/color RGBA, non-interlaced
8.16609	324.5	8.34145	837	8.46503	701	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
8.16609	324.5	8.34145	837	8.46503	701	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
8.16609	324.5	8.34145	837	8.46503	701	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
8.16609	324.5	8.34145	837	8.46503	701	724	png	PNG image data, 35 x 54, 8-bit/color RGBA, non-interlaced
7.60802	318	7.84958	165	7.77246	195	354	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
7.60802	318	7.84958	165	7.77246	195	354	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
7.71484	314	7.74306	267	7.8789	189	372	png	PNG image data, 41 x 50, 8-bit/color RGBA, non-interlaced
7.67864	306	7.72795	241	7.95712	144	368	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
7.67864	306	7.72795	241	7.95712	144	368	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
7.67864	306	7.72795	241	7.95712	144	368	png	PNG image data, 25 x 25, 8-bit gray+alpha, non-interlaced
8.21267	302.5	8.4138	661	8.50413	597	712	png	PNG image data, 42 x 42, 8-bit colormap, non-interlaced
8.17198	299	8.31115	791	8.48954	579	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
8.17198	299	8.31115	791	8.48954	579	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
8.17198	299	8.31115	791	8.48954	579	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
8.17198	299	8.31115	791	8.48954	579	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced
7.66763	274	7.7741	228	7.81187	212	360	tgz	"gzip compressed data, was ""gitignore-and-npmignore.tar"", last modified"
7.66763	274	7.7741	228	7.81187	212	360	tgz	"gzip compressed data, was ""gitignore-and-npmignore.tar"", last modified"
8.07524	243	8.33959	531	8.32792	560	637	nc	data
7.57088	120	7.58257	116	7.72667	86	290	nc	data
