Entropy 2-grams	Chi^2 2-grams	Entropy 3-grams	Chi^2 3-grams	Size	Termination	File Command	10.3887524951	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016	-13818.5100000016
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.71471	128	8.79774	26	459	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.82662	128	8.90392	26	493	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.71471	128	8.79774	26	459	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.85445	125	8.91889	26	498	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.57025	125	8.6476	26	415	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
8.76329	123	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit gray+alpha, non-interlaced									
11.4261	371	11.5292	65	2996	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.4261	371	11.5292	65	2996	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.4261	371	11.5292	65	2996	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.4261	371	11.5292	65	2996	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
12.0116	356	12.0999	38	4408	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
12.0116	356	12.0999	38	4408	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
12.0116	356	12.0999	38	4408	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.8624	345	11.9515	41	3983	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2444	296	11.3401	41	2615	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2444	296	11.3401	41	2615	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2444	296	11.3401	41	2615	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2444	296	11.3401	41	2615	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.7362	295	11.8136	38	3618	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.6713	294	11.7469	40	3458	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.5285	284	11.6073	37	3137	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.6064	274	11.6743	39	3288	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.7518	269	11.8148	38	3621	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.5612	268	11.6301	38	3188	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.3109	242	11.3726	41	2674	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.3109	242	11.3726	41	2674	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.3109	242	11.3726	41	2674	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.3109	242	11.3726	41	2674	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2727	241	11.336	37	2602	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2727	241	11.336	37	2602	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2727	241	11.336	37	2602	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2727	241	11.336	37	2602	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1811	224	11.234	38	2427	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1811	224	11.234	38	2427	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1811	224	11.234	38	2427	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1811	224	11.234	38	2427	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.6143	221	11.6803	26	3296	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.6143	221	11.6803	26	3296	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
10.8341	217	10.8922	41	1923	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.2135	217	11.2645	37	2477	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1437	215	11.1942	37	2360	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1437	215	11.1942	37	2360	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1437	215	11.1942	37	2360	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1437	215	11.1942	37	2360	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.256	197	11.3219	26	2574	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.256	197	11.3219	26	2574	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.256	197	11.3219	26	2574	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.256	197	11.3219	26	2574	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.4153	194	11.4722	28	2858	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1525	189	11.2167	26	2394	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.0289	187	11.0922	28	2200	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.0289	187	11.0922	28	2200	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.1131	187	11.1765	27	2330	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
10.5686	180	10.6018	37	1571	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.0251	178	11.0858	27	2189	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.0251	178	11.0858	27	2189	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
11.0251	178	11.0858	27	2189	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
9.35066	176	9.41108	38	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
9.35066	176	9.41108	38	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
9.35066	176	9.41108	38	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
9.35066	176	9.41108	38	699	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.52407	133	8.60129	31	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.52407	133	8.60129	31	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.52407	133	8.60129	31	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.52407	133	8.60129	31	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.49738	132	8.58384	30	403	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.49738	132	8.58384	30	403	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.49738	132	8.58384	30	403	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.49738	132	8.58384	30	403	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.66315	131	8.75267	28	448	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.66315	131	8.75267	28	448	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.73753	129	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.73753	129	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.73753	129	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.73753	129	8.82343	26	467	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.66953	128	8.74147	29	446	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.66953	128	8.74147	29	446	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.54248	126	8.62095	27	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.22975	126	8.32529	27	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.22975	126	8.32529	27	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.54248	126	8.62095	27	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.54248	126	8.62095	27	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.22975	126	8.32529	27	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.22975	126	8.32529	27	336	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.54248	126	8.62095	27	409	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.61127	125	8.68191	27	426	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.61127	125	8.68191	27	426	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.84196	125	8.90286	27	494	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.84196	125	8.90286	27	494	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.32466	124	8.40969	26	354	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.32466	124	8.40969	26	354	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.88399	123	8.9396	26	505	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.88399	123	8.9396	26	505	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.88399	123	8.9396	26	505	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
8.88399	123	8.9396	26	505	png	PNG image data, 48 x 48, 8-bit/color RGBA, non-interlaced									
13.4993	1649	13.7036	31	13362	png	PNG image data, 482 x 40, 8-bit/color RGBA, non-interlaced									
13.4993	1649	13.7036	31	13362	png	PNG image data, 482 x 40, 8-bit/color RGBA, non-interlaced									
13.4993	1649	13.7036	31	13362	png	PNG image data, 482 x 40, 8-bit/color RGBA, non-interlaced									
13.4993	1649	13.7036	31	13362	png	PNG image data, 482 x 40, 8-bit/color RGBA, non-interlaced									
8.58635	124	8.66316	25	418	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced									
8.58635	124	8.66316	25	418	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced									
8.58635	124	8.66316	25	418	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced									
8.58635	124	8.66316	25	418	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced									
8.58635	124	8.66316	25	418	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced									
8.58635	124	8.66316	25	418	png	PNG image data, 49 x 34, 8-bit gray+alpha, non-interlaced									
11.6393	271	11.7284	28	3410	png	PNG image data, 49 x 49, 8-bit/color RGBA, non-interlaced									
11.6393	271	11.7284	28	3410	png	PNG image data, 49 x 49, 8-bit/color RGBA, non-interlaced									
11.6393	271	11.7284	28	3410	png	PNG image data, 49 x 49, 8-bit/color RGBA, non-interlaced									
11.6393	271	11.7284	28	3410	png	PNG image data, 49 x 49, 8-bit/color RGBA, non-interlaced									
8.43863	126	8.52244	27	383	png	PNG image data, 49 x 67, 8-bit/color RGBA, non-interlaced									
8.43863	126	8.52244	27	383	png	PNG image data, 49 x 67, 8-bit/color RGBA, non-interlaced									
11.9665	278	12.044	26	4237	png	PNG image data, 50 x 45, 8-bit/color RGBA, non-interlaced									
10.2305	139	10.2784	26	1256	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
10.2305	139	10.2784	26	1256	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
10.2305	139	10.2784	26	1256	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
9.56346	137	9.63043	27	808	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
9.56346	137	9.63043	27	808	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
9.56346	137	9.63043	27	808	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
8.34041	134	8.446	30	368	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
8.34041	134	8.446	30	368	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
8.34041	134	8.446	30	368	png	PNG image data, 50 x 50, 8-bit gray+alpha, non-interlaced									
11.2546	196	11.3166	27	2566	png	PNG image data, 50 x 50, 8-bit/color RGBA, non-interlaced									
10.7325	193	10.8139	28	1817	png	PNG image data, 50 x 50, 8-bit/color RGBA, non-interlaced									
10.7325	193	10.8139	28	1817	png	PNG image data, 50 x 50, 8-bit/color RGBA, non-interlaced									
10.7325	193	10.8139	28	1817	png	PNG image data, 50 x 50, 8-bit/color RGBA, non-interlaced									
8.58889	175	8.6827	38	429	png	PNG image data, 50 x 50, 8-bit/color RGBA, non-interlaced									
11.218	183	11.2753	27	2494	png	PNG image data, 50 x 92, 8-bit/color RGBA, non-interlaced									
10.7222	271	10.7872	42	1791	png	PNG image data, 50 x 98, 8-bit/color RGBA, non-interlaced									
10.7222	271	10.7872	42	1791	png	PNG image data, 50 x 98, 8-bit/color RGBA, non-interlaced									
10.7222	271	10.7872	42	1791	png	PNG image data, 50 x 98, 8-bit/color RGBA, non-interlaced									
10.7222	271	10.7872	42	1791	png	PNG image data, 50 x 98, 8-bit/color RGBA, non-interlaced									
9.41978	130	9.47217	28	727	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced									
9.41978	130	9.47217	28	727	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced									
8.97863	126	9.04166	26	541	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced									
8.97863	126	9.04166	26	541	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced									
8.97863	126	9.04166	26	541	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced									
8.97863	126	9.04166	26	541	png	PNG image data, 54 x 54, 8-bit gray+alpha, non-interlaced									
8.35144	235	8.50405	89	421	png	PNG image data, 54 x 66, 8-bit/color RGBA, non-interlaced									
8.50035	161	8.59594	53	419	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.50035	161	8.59594	53	419	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.55015	138	8.64875	31	422	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.55015	138	8.64875	31	422	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.55015	138	8.64875	31	422	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.55015	138	8.64875	31	422	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.54703	133	8.63314	32	419	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.54703	133	8.63314	32	419	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.54703	133	8.63314	32	419	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.54703	133	8.63314	32	419	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
8.54703	133	8.63314	32	419	png	PNG image data, 56 x 74, 8-bit gray+alpha, non-interlaced									
11.7977	295	11.8684	37	3756	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7977	295	11.8684	37	3756	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7977	295	11.8684	37	3756	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7977	295	11.8684	37	3756	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7408	293	11.8141	40	3622	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7408	293	11.8141	40	3622	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7408	293	11.8141	40	3622	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7408	293	11.8141	40	3622	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.8058	287	11.8715	40	3768	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.8058	287	11.8715	40	3768	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.8058	287	11.8715	40	3768	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.8058	287	11.8715	40	3768	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7482	276	11.8105	40	3613	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7482	276	11.8105	40	3613	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7482	276	11.8105	40	3613	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
11.7482	276	11.8105	40	3613	png	PNG image data, 57 x 57, 8-bit/color RGBA, non-interlaced									
10.8982	372	10.9724	148	2082	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.8982	372	10.9724	148	2082	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.8982	372	10.9724	148	2082	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.8982	372	10.9724	148	2082	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9049	278	10.9744	81	2069	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9049	278	10.9744	81	2069	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9049	278	10.9744	81	2069	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9049	278	10.9744	81	2069	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9152	272	10.9805	76	2073	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9152	272	10.9805	76	2073	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9152	272	10.9805	76	2073	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9152	272	10.9805	76	2073	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9153	270	10.9848	76	2079	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9153	270	10.9848	76	2079	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9153	270	10.9848	76	2079	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9153	270	10.9848	76	2079	png	PNG image data, 60 x 60, 8-bit/color RGBA, non-interlaced									
10.9493	159	10.9945	28	2057	png	PNG image data, 60 x 68, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
9.4581	135	9.53007	25	752	png	PNG image data, 60 x 72, 8-bit/color RGBA, non-interlaced									
10.2285	270	10.3205	38	1297	png	PNG image data, 62 x 39, 8-bit/color RGBA, non-interlaced									
10.2285	270	10.3205	38	1297	png	PNG image data, 62 x 39, 8-bit/color RGBA, non-interlaced									
10.2285	270	10.3205	38	1297	png	PNG image data, 62 x 39, 8-bit/color RGBA, non-interlaced									
10.2285	270	10.3205	38	1297	png	PNG image data, 62 x 39, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
8.67052	173	8.76017	36	449	png	PNG image data, 63 x 32, 8-bit/color RGBA, non-interlaced									
